report_date,region,country,location_name,post_emergency,refugee_pop,persons_per_tap,liters_person_day,safe_water_perc,persons_per_shower,persons_per_toilet,toilets_per_HH_percentage,persons_per_hygiene_promoter
2020-11,Northern Africa,Sudan,Sirajiya,Post-emergency,5682,568,0,NA,NA,18,21,126
2020-11,Northern Africa,Sudan,Um Sangour,Post-emergency,23288,207,9,NA,NA,33,9,776
2020-11,Northern Africa,Sudan,Wad Sharife,Post-emergency,18236,181,25,NA,40,5,85,2605
2020-11,Sub-Saharan Africa,Tanzania,Mtendeli,Post-emergency,27656,76,33,100,NA,5,68,512
2020-11,Sub-Saharan Africa,Tanzania,Nduta,Post-emergency,69850,80,28,99,NA,5,60,851
2020-11,Sub-Saharan Africa,Tanzania,Nyarugusu Burundian,Post-emergency,56372,71,29,100,NA,6,73,704
2020-11,Sub-Saharan Africa,Tanzania,Nyarugusu Congolese,Post-emergency,77921,129,25,100,NA,7,53,906
2020-11,Sub-Saharan Africa,Uganda,Imvepi,Post-emergency,NA,176,NA,NA,0,0,NA,0
2020-11,Sub-Saharan Africa,Uganda,Nakivale,Post-emergency,116899,743,14,96,8,7,74,371
2020-11,Sub-Saharan Africa,Uganda,Oruchinga,Post-emergency,8027,617,20,72,5,5,81,107
2020-11,Sub-Saharan Africa,Zambia,Mantapala,Post-emergency,15751,94,29,0,3,4,100,525
2020-11,Sub-Saharan Africa,Zambia,Mayukwayukwa,Post-emergency,17753,NA,20,NA,NA,15,20,887
2020-11,Sub-Saharan Africa,Zimbabwe,Tongogara,Post-emergency,14469,103,20,NA,NA,7,30,1446
2020-10,Northern Africa,Algeria,Boujdour,Post-emergency,9601,NA,22,100,4,5,94,960
2020-10,Northern Africa,Algeria,Dakhla,Post-emergency,10870,49,41,100,4,5,98,724
2020-10,Northern Africa,Algeria,Layounne,Post-emergency,25503,NA,13,33,5,5,88,1700
2020-10,Northern Africa,Algeria,Smara,Post-emergency,25389,98,23,100,5,5,87,1493
2020-10,Sub-Saharan Africa,Angola,Lovua settlement,Post-emergency,6410,305,27,0,9,8,42,246
2020-10,Latin America and the Caribbean,Brazil,Jardim Floresta,Emergency,505,NA,19,NA,20,16,NA,NA
2020-10,Latin America and the Caribbean,Brazil,Pintolandia,Emergency,504,NA,63,NA,50,20,NA,NA
2020-10,Latin America and the Caribbean,Brazil,Pricuma,Emergency,852,NA,23,NA,19,19,NA,NA
2020-10,Latin America and the Caribbean,Brazil,Rondon I,Emergency,596,NA,48,NA,45,54,NA,NA
2020-10,Latin America and the Caribbean,Brazil,Rondon II,Emergency,605,NA,47,NA,24,55,NA,NA
2020-10,Sub-Saharan Africa,Burkina Faso,Mentao,Post-emergency,5154,0,22,NA,53,28,8,1718
2020-10,Sub-Saharan Africa,Cameroon,Borgop,Post-emergency,12299,NA,16,NA,15,7,34,307
2020-10,Sub-Saharan Africa,Cameroon,Gado,Post-emergency,26573,145,15,98,33,26,1,501
2020-10,Sub-Saharan Africa,Cameroon,Lolo,Post-emergency,12275,150,11,NA,29,23,2,395
2020-10,Sub-Saharan Africa,Cameroon,Mbile,Post-emergency,13165,NA,16,NA,38,24,2,470
2020-10,Sub-Saharan Africa,Cameroon,Minawao,Post-emergency,68990,1242,12,NA,25,22,16,841
2020-10,Sub-Saharan Africa,Cameroon,Ngam,Post-emergency,6672,160,17,NA,16,12,NA,190
2020-10,Sub-Saharan Africa,Cameroon,Ngarisingo,Post-emergency,1227,NA,22,NA,10,14,NA,409
2020-10,Sub-Saharan Africa,Cameroon,Timangolo,Post-emergency,6955,276,14,NA,16,23,7,366
2020-10,Sub-Saharan Africa,Chad,Amboko,Post-emergency,9819,NA,25,NA,21,21,19,9819
2020-10,Sub-Saharan Africa,Chad,Amnabak,Post-emergency,26720,270,7,100,36,33,11,2672
2020-10,Sub-Saharan Africa,Chad,Beakoro,Post-emergency,227,NA,49,NA,18,16,22,NA
2020-10,Sub-Saharan Africa,Chad,Bekan,Post-emergency,3093,434,29,NA,162,124,3,NA
2020-10,Sub-Saharan Africa,Chad,Belom,Post-emergency,21667,NA,31,NA,144,24,3,10833
2020-10,Sub-Saharan Africa,Chad,Bredjing,Post-emergency,47849,121,16,95,9,9,64,4784
2020-10,Sub-Saharan Africa,Chad,Dar Es Salam,Post-emergency,15001,25,18,0,11,13,26,416
2020-10,Sub-Saharan Africa,Chad,Dembo,Post-emergency,2928,NA,26,NA,97,65,4,2928
2020-10,Sub-Saharan Africa,Chad,Dilingala,Post-emergency,2301,NA,20,NA,40,28,9,2301
2020-10,Sub-Saharan Africa,Chad,Djabal,Post-emergency,18400,60,22,95,7,7,54,6133
2020-10,Sub-Saharan Africa,Chad,Doholo,Post-emergency,6055,NA,33,NA,15,15,22,3027
2020-10,Sub-Saharan Africa,Chad,Dosseye,Post-emergency,13882,NA,40,NA,7,8,53,4627
2020-10,Sub-Saharan Africa,Chad,Farchana,Post-emergency,29832,122,13,88,9,9,70,5966
2020-10,Sub-Saharan Africa,Chad,Gaga,Post-emergency,25606,102,14,90,12,12,52,5121
2020-10,Sub-Saharan Africa,Chad,Gon,Post-emergency,2490,NA,31,NA,75,55,5,2490
2020-10,Sub-Saharan Africa,Chad,Gondje,Post-emergency,7980,NA,35,NA,47,42,9,7980
2020-10,Sub-Saharan Africa,Chad,Goz Amer,Post-emergency,30149,NA,20,NA,7,14,25,7537
2020-10,Sub-Saharan Africa,Chad,Iridimi,Post-emergency,24469,395,11,100,17,16,26,2446
2020-10,Sub-Saharan Africa,Chad,Kerfi,Post-emergency,1536,NA,32,NA,6,8,65,1536
2020-10,Sub-Saharan Africa,Chad,Kouchaguine-Moura,Post-emergency,7988,74,18,96,38,19,NA,NA
2020-10,Sub-Saharan Africa,Chad,Kounoungou,Post-emergency,22576,86,13,100,19,19,21,2257
2020-10,Sub-Saharan Africa,Chad,Mile,Post-emergency,23488,109,15,100,18,17,23,2348
2020-10,Sub-Saharan Africa,Chad,Moyo,Post-emergency,8040,NA,40,NA,44,36,8,4020
2020-10,Sub-Saharan Africa,Chad,Oure Cassoni,Post-emergency,34923,216,9,100,13,12,29,3492
2020-10,Sub-Saharan Africa,Chad,Silambi,Post-emergency,646,NA,49,NA,28,21,13,646
2020-10,Sub-Saharan Africa,Chad,Touloum,Post-emergency,29798,106,11,100,23,55,7,2979
2020-10,Sub-Saharan Africa,Democratic Republic of the Congo,Bili,Post-emergency,9913,0,11,100,14,11,37,1652
2020-10,Sub-Saharan Africa,Democratic Republic of the Congo,Boyabu,Post-emergency,14419,NA,22,100,30,20,17,2403
2020-10,Sub-Saharan Africa,Democratic Republic of the Congo,Inke,Post-emergency,18484,NA,17,100,49,31,13,3080
2020-10,Sub-Saharan Africa,Democratic Republic of the Congo,Mole,Post-emergency,15636,68,15,100,33,24,16,2606
2020-10,Sub-Saharan Africa,Ethiopia,Bokolmanyo,Post-emergency,26913,139,9,100,41,36,15,161
2020-10,Sub-Saharan Africa,Ethiopia,Buramino,Post-emergency,33768,104,15,100,58,34,16,239
2020-10,Sub-Saharan Africa,Ethiopia,Dollo Ado Transit Centre,Emergency,0,NA,NA,NA,0,0,NA,NA
2020-10,Sub-Saharan Africa,Ethiopia,Fugnido,Post-emergency,43779,74,20,100,40,12,42,994
2020-10,Sub-Saharan Africa,Ethiopia,Fugnido 2,Post-emergency,9465,49,21,100,18,12,40,1051
2020-10,Sub-Saharan Africa,Ethiopia,Hilaweyn,Post-emergency,36317,122,19,100,60,48,12,363
2020-10,Sub-Saharan Africa,Ethiopia,Jewi,Post-emergency,59514,124,16,100,29,17,32,1190
2020-10,Sub-Saharan Africa,Ethiopia,Kobe,Post-emergency,31013,111,21,100,36,20,19,201
2020-10,Sub-Saharan Africa,Ethiopia,Kule,Post-emergency,46092,142,13,100,92,17,29,535
2020-10,Sub-Saharan Africa,Ethiopia,Melkadida,Post-emergency,34820,85,20,100,48,25,15,224
2020-10,Sub-Saharan Africa,Ethiopia,Nguenyyiel,Post-emergency,86890,145,19,100,15,15,31,851
2020-10,Sub-Saharan Africa,Ethiopia,Okugo,Post-emergency,11907,97,20,100,NA,13,19,541
2020-10,Sub-Saharan Africa,Ethiopia,Tierkidi,Post-emergency,65588,210,15,100,275,28,17,1075
2020-10,Sub-Saharan Africa,Ghana,Ampain,Post-emergency,3290,39,21,50,34,23,NA,193
2020-10,Sub-Saharan Africa,Ghana,Egyeikrom,Post-emergency,1412,78,57,NA,13,13,NA,108
2020-10,Sub-Saharan Africa,Ghana,Fetentaa,Post-emergency,969,62,17,25,27,10,1,96
2020-10,Sub-Saharan Africa,Ghana,Krisan,Post-emergency,670,0,22,67,1,10,NA,95
2020-10,Western Asia,Iraq,Basirma,Post-emergency,2556,6,110,100,5,5,100,852
2020-10,Western Asia,Iraq,Kawergosk,Post-emergency,7725,5,155,100,5,5,100,965
2020-10,Western Asia,Iraq,Qushtapa,Post-emergency,8242,5,134,100,5,5,100,1030
2020-10,Sub-Saharan Africa,Kenya,Dagahaley,Post-emergency,77780,92,32,100,NA,7,77,1851
2020-10,Sub-Saharan Africa,Kenya,Hagadera,Post-emergency,81616,98,27,100,NA,5,88,1943
2020-10,Sub-Saharan Africa,Kenya,Ifo,Post-emergency,74132,65,36,100,NA,7,75,1765
2020-10,Sub-Saharan Africa,Malawi,Dzaleka,Post-emergency,47469,791,10,NA,15,8,36,156
2020-10,Sub-Saharan Africa,Mozambique,Maratane,Post-emergency,9538,NA,13,NA,NA,5,65,476
2020-10,Sub-Saharan Africa,Niger,Abala,Post-emergency,15464,231,9,NA,69,21,NA,15464
2020-10,Sub-Saharan Africa,Niger,Chadakori,Emergency,1638,NA,10,NA,26,26,NA,NA
2020-10,Sub-Saharan Africa,Niger,Dandaji Makao,Post-emergency,3535,NA,13,33,73,35,NA,3535
2020-10,Sub-Saharan Africa,Niger,Garin Kaka,Post-emergency,3342,279,6,33,59,44,NA,3342
2020-10,Sub-Saharan Africa,Niger,Ouallam,Post-emergency,5520,230,10,NA,69,48,7,5520
2020-10,Sub-Saharan Africa,Nigeria,Adagom,Post-emergency,13609,24,14,100,26,20,13,680
2020-10,Sub-Saharan Africa,Republic of Congo,Gamboma,Post-emergency,2828,29,18,83,12,13,25,235
2020-10,Sub-Saharan Africa,Rwanda,Bugessera Transit Site,Post-emergency,205,6,48,100,7,4,NA,102
2020-10,Sub-Saharan Africa,Rwanda,Gatore,Post-emergency,327,55,51,50,27,20,3,54
2020-10,Sub-Saharan Africa,Rwanda,Gihembe,Post-emergency,12276,113,0,100,76,14,10,93
2020-10,Sub-Saharan Africa,Rwanda,Kigeme,Post-emergency,21307,86,17,NA,78,36,NA,968
2020-10,Sub-Saharan Africa,Rwanda,Kijote,Emergency,22,2,45,NA,0,1,100,3
2020-10,Sub-Saharan Africa,Rwanda,Kiziba,Post-emergency,17107,52,21,100,50,29,NA,103
2020-10,Sub-Saharan Africa,Rwanda,Mahama,Post-emergency,58270,72,23,NA,16,16,NA,455
2020-10,Sub-Saharan Africa,Rwanda,Mugombwa,Post-emergency,10802,93,29,100,52,25,NA,900
2020-10,Sub-Saharan Africa,Rwanda,Nyabiheke,Post-emergency,14397,100,14,87,126,21,NA,179
2020-10,Sub-Saharan Africa,South Sudan,Ajoung Thok,Post-emergency,42159,424,22,89,7,7,67,339
2020-10,Sub-Saharan Africa,South Sudan,Doro,Post-emergency,63641,96,17,100,539,18,26,1591
2020-10,Sub-Saharan Africa,South Sudan,Gendrassa,Post-emergency,18586,93,22,100,NA,17,28,580
2020-10,Sub-Saharan Africa,South Sudan,Kaya,Post-emergency,24513,70,20,100,NA,10,49,700
2020-10,Sub-Saharan Africa,South Sudan,Pamir,Post-emergency,36174,504,18,89,11,9,42,524
2020-10,Sub-Saharan Africa,South Sudan,Yusuf Batil,Post-emergency,47752,93,15,100,734,16,31,1326
2020-10,Northern Africa,Sudan,Abu Jubaiha Town,Post-emergency,2781,NA,0,NA,NA,10,40,139
2020-10,Northern Africa,Sudan,Abuda,Post-emergency,3356,129,35,NA,9,10,37,419
2020-10,Northern Africa,Sudan,Al Jameya,Post-emergency,10248,85,19,NA,NA,5,98,683
2020-10,Northern Africa,Sudan,Al Kashafa,Post-emergency,12994,150,9,NA,NA,20,16,448
2020-10,Northern Africa,Sudan,Al Redis 1,Post-emergency,11528,127,15,NA,NA,14,28,461
2020-10,Northern Africa,Sudan,Al Redis 2,Post-emergency,25986,107,13,NA,NA,37,9,519
2020-10,Northern Africa,Sudan,Alagaya,Post-emergency,20918,140,9,NA,NA,119,NA,615
2020-10,Northern Africa,Sudan,Dabat Bosin,Post-emergency,4992,250,17,NA,NA,69,NA,832
2020-10,Northern Africa,Sudan,Dar Batti,Post-emergency,14308,3075,0,NA,NA,18,22,260
2020-10,Northern Africa,Sudan,El Radom,Post-emergency,15000,85,20,36,7,11,NA,428
2020-10,Northern Africa,Sudan,"Elleri West7 (Dar Batti, El Gokhop and Um Kawarow)",Post-emergency,14335,956,2,NA,NA,15,NA,220
2020-10,Northern Africa,Sudan,Fau 5,Post-emergency,831,29,76,NA,NA,5,87,138
2020-10,Northern Africa,Sudan,Gedied,Post-emergency,790,NA,0,NA,NA,7,38,71
2020-10,Northern Africa,Sudan,Girba,Post-emergency,6206,132,37,NA,13,14,30,886
2020-10,Northern Africa,Sudan,Gurayd,Post-emergency,995,NA,0,NA,NA,8,42,99
2020-10,Northern Africa,Sudan,Jouri,Post-emergency,11276,132,11,NA,NA,20,19,433
2020-10,Northern Africa,Sudan,Khor Alwarel,Post-emergency,37953,144,9,NA,NA,73,NA,583
2020-10,Northern Africa,Sudan,Kilo 26,Post-emergency,9881,NA,6,100,123,14,NA,1646
2020-10,Northern Africa,Sudan,Shagarab I,Post-emergency,53366,215,28,NA,15,15,15,1721
2020-10,Northern Africa,Sudan,Sirajiya,Post-emergency,5682,568,0,NA,NA,18,22,126
2020-10,Northern Africa,Sudan,Um Gargour,Post-emergency,11533,184,30,NA,8,4,50,768
2020-10,Northern Africa,Sudan,Um Sangour,Post-emergency,33238,278,10,NA,NA,46,1,1107
2020-10,Northern Africa,Sudan,Wad Sharife,Post-emergency,18236,181,25,NA,40,5,100,959
2020-10,Sub-Saharan Africa,Tanzania,Mtendeli,Post-emergency,28585,120,33,100,NA,5,66,529
2020-10,Sub-Saharan Africa,Tanzania,Nduta,Post-emergency,69850,83,30,99,NA,6,51,851
2020-10,Sub-Saharan Africa,Tanzania,Nyarugusu Burundian,Post-emergency,57226,71,32,100,NA,6,72,715
2020-10,Sub-Saharan Africa,Tanzania,Nyarugusu Congolese,Post-emergency,77590,131,30,100,NA,7,53,902
2020-10,Sub-Saharan Africa,Uganda,Adjumani,Post-emergency,214468,NA,16,NA,NA,8,75,36
2020-10,Sub-Saharan Africa,Uganda,Imvepi,Post-emergency,NA,176,NA,NA,0,0,NA,0
2020-10,Sub-Saharan Africa,Uganda,Kyangwali,Post-emergency,123020,582,9,NA,0,0,58,621
2020-10,Sub-Saharan Africa,Uganda,Nakivale,Post-emergency,116899,775,15,92,8,7,74,371
2020-10,Sub-Saharan Africa,Uganda,Oruchinga,Post-emergency,8027,617,22,79,5,5,81,107
2020-10,Sub-Saharan Africa,Uganda,Rhino Camp,Post-emergency,NA,357,NA,NA,0,0,NA,0
2020-10,Sub-Saharan Africa,Zambia,Mantapala,Post-emergency,15751,94,29,0,3,4,100,525
2020-10,Sub-Saharan Africa,Zimbabwe,Tongogara,Post-emergency,14469,103,20,NA,NA,7,30,1446
2020-09,Northern Africa,Algeria,Auserd,Post-emergency,18638,61,16,100,4,5,94,1242
2020-09,Northern Africa,Algeria,Boujdour,Post-emergency,9601,NA,23,100,4,5,94,960
2020-09,Northern Africa,Algeria,Dakhla,Post-emergency,10870,49,41,100,4,5,98,724
2020-09,Northern Africa,Algeria,Layounne,Post-emergency,25503,NA,11,50,5,5,88,1700
2020-09,Northern Africa,Algeria,Smara,Post-emergency,25389,98,22,50,5,5,87,1493
2020-09,Sub-Saharan Africa,Angola,Lovua settlement,Post-emergency,6397,305,32,0,9,6,60,304
2020-09,Sub-Saharan Africa,Burkina Faso,Mentao,Post-emergency,5429,54,25,67,56,30,8,1809
2020-09,Sub-Saharan Africa,Cameroon,Borgop,Post-emergency,12291,NA,15,NA,15,8,21,307
2020-09,Sub-Saharan Africa,Cameroon,Gado,Post-emergency,26573,145,15,NA,38,13,19,501
2020-09,Sub-Saharan Africa,Cameroon,Lolo,Post-emergency,12275,150,11,NA,29,23,2,395
2020-09,Sub-Saharan Africa,Cameroon,Mbile,Post-emergency,13224,NA,18,NA,38,24,2,472
2020-09,Sub-Saharan Africa,Cameroon,Minawao,Post-emergency,68170,1242,11,0,25,23,16,831
2020-09,Sub-Saharan Africa,Cameroon,Ngam,Post-emergency,6667,160,18,NA,16,6,42,190
2020-09,Sub-Saharan Africa,Cameroon,Ngarisingo,Post-emergency,1227,NA,22,NA,10,14,NA,409
2020-09,Sub-Saharan Africa,Cameroon,Timangolo,Post-emergency,6955,138,17,NA,16,23,7,366
2020-09,Sub-Saharan Africa,Chad,Amboko,Post-emergency,9819,NA,28,33,21,21,19,9819
2020-09,Sub-Saharan Africa,Chad,Amnabak,Post-emergency,26720,270,6,100,36,32,11,2672
2020-09,Sub-Saharan Africa,Chad,Beakoro,Post-emergency,227,NA,61,NA,18,16,22,NA
2020-09,Sub-Saharan Africa,Chad,Bekan,Post-emergency,3093,434,24,NA,162,103,3,NA
2020-09,Sub-Saharan Africa,Chad,Belom,Post-emergency,21667,NA,31,33,144,24,3,10833
2020-09,Sub-Saharan Africa,Chad,Bredjing,Post-emergency,47849,121,14,96,9,9,64,4784
2020-09,Sub-Saharan Africa,Chad,Dar Es Salam,Post-emergency,15001,25,18,0,11,13,26,416
2020-09,Sub-Saharan Africa,Chad,Dembo,Post-emergency,2928,NA,10,NA,292,117,1,2928
2020-09,Sub-Saharan Africa,Chad,Dilingala,Post-emergency,2301,NA,27,NA,60,37,6,2301
2020-09,Sub-Saharan Africa,Chad,Djabal,Post-emergency,18400,61,22,90,7,7,54,6133
2020-09,Sub-Saharan Africa,Chad,Doholo,Post-emergency,6055,NA,33,NA,15,15,22,3027
2020-09,Sub-Saharan Africa,Chad,Farchana,Post-emergency,29832,118,13,93,9,9,70,5966
2020-09,Sub-Saharan Africa,Chad,Gaga,Post-emergency,25606,102,14,89,12,12,52,5121
2020-09,Sub-Saharan Africa,Chad,Gon,Post-emergency,2490,NA,31,NA,85,61,4,2490
2020-09,Sub-Saharan Africa,Chad,Gondje,Post-emergency,7980,NA,39,33,47,42,9,7980
2020-09,Sub-Saharan Africa,Chad,Goz Amer,Post-emergency,30149,NA,19,NA,7,14,25,7537
2020-09,Sub-Saharan Africa,Chad,Iridimi,Post-emergency,22860,369,12,100,16,15,28,2286
2020-09,Sub-Saharan Africa,Chad,Kerfi,Post-emergency,1536,NA,32,NA,6,8,65,1536
2020-09,Sub-Saharan Africa,Chad,Kouchaguine-Moura,Post-emergency,7988,74,26,97,38,19,NA,998
2020-09,Sub-Saharan Africa,Chad,Kounoungou,Post-emergency,22341,85,14,100,19,19,22,2234
2020-09,Sub-Saharan Africa,Chad,Mile,Post-emergency,23227,108,15,100,18,17,23,2322
2020-09,Sub-Saharan Africa,Chad,Moyo,Post-emergency,8040,NA,42,NA,44,36,8,4020
2020-09,Sub-Saharan Africa,Chad,Oure Cassoni,Post-emergency,33927,209,7,100,12,12,30,3392
2020-09,Sub-Saharan Africa,Chad,Silambi,Post-emergency,646,NA,49,NA,28,21,13,646
2020-09,Sub-Saharan Africa,Chad,Touloum,Post-emergency,29798,106,11,100,24,52,7,2979
2020-09,Latin America and the Caribbean,Colombia,Maicao,Post-emergency,200,4,150,NA,5,3,NA,50
2020-09,Sub-Saharan Africa,Democratic Republic of the Congo,Boyabu,Post-emergency,15340,NA,20,100,32,21,17,2556
2020-09,Sub-Saharan Africa,Democratic Republic of the Congo,Inke,Post-emergency,18650,NA,17,100,50,31,13,3108
2020-09,Sub-Saharan Africa,Democratic Republic of the Congo,Mole,Post-emergency,15636,87,11,100,33,24,16,2606
2020-09,Sub-Saharan Africa,Ethiopia,Bokolmanyo,Post-emergency,26854,107,12,100,41,36,15,160
2020-09,Sub-Saharan Africa,Ethiopia,Buramino,Post-emergency,33693,104,15,100,58,34,16,238
2020-09,Sub-Saharan Africa,Ethiopia,Dollo Ado Transit Centre,Emergency,0,NA,NA,NA,0,0,NA,NA
2020-09,Sub-Saharan Africa,Ethiopia,Fugnido,Post-emergency,43692,74,20,100,40,12,42,993
2020-09,Sub-Saharan Africa,Ethiopia,Fugnido 2,Post-emergency,9399,48,20,100,18,12,40,1044
2020-09,Sub-Saharan Africa,Ethiopia,Hilaweyn,Post-emergency,35972,121,19,100,60,47,12,359
2020-09,Sub-Saharan Africa,Ethiopia,Jewi,Post-emergency,59359,124,16,100,29,17,32,1187
2020-09,Sub-Saharan Africa,Ethiopia,Kobe,Post-emergency,30992,111,26,100,36,20,19,201
2020-09,Sub-Saharan Africa,Ethiopia,Kule,Post-emergency,45957,142,18,100,91,17,29,534
2020-09,Sub-Saharan Africa,Ethiopia,Melkadida,Post-emergency,34699,85,21,100,48,25,15,223
2020-09,Sub-Saharan Africa,Ethiopia,Nguenyyiel,Post-emergency,83996,140,18,100,15,15,32,823
2020-09,Sub-Saharan Africa,Ethiopia,Okugo,Post-emergency,11864,96,20,100,NA,13,19,539
2020-09,Sub-Saharan Africa,Ethiopia,Tierkidi,Post-emergency,65437,210,15,100,274,28,17,1072
2020-09,Sub-Saharan Africa,Ghana,Ampain,Post-emergency,3290,39,21,83,34,23,NA,193
2020-09,Sub-Saharan Africa,Ghana,Egyeikrom,Post-emergency,1412,78,57,NA,13,13,NA,108
2020-09,Sub-Saharan Africa,Ghana,Fetentaa,Post-emergency,969,62,17,25,27,10,1,96
2020-09,Sub-Saharan Africa,Ghana,Krisan,Post-emergency,669,0,22,67,1,10,NA,95
2020-09,Western Asia,Iraq,Basirma,Post-emergency,2560,6,113,100,5,5,100,853
2020-09,Western Asia,Iraq,Kawergosk,Post-emergency,7728,5,144,100,5,5,100,966
2020-09,Western Asia,Iraq,Qushtapa,Post-emergency,8238,5,110,100,5,5,100,1029
2020-09,Sub-Saharan Africa,Kenya,Dagahaley,Post-emergency,77780,92,32,100,NA,7,77,1851
2020-09,Sub-Saharan Africa,Kenya,Hagadera,Post-emergency,81616,98,28,99,NA,5,88,1943
2020-09,Sub-Saharan Africa,Kenya,Ifo,Post-emergency,74132,65,34,99,NA,7,74,1765
2020-09,Sub-Saharan Africa,Malawi,Dzaleka,Post-emergency,47134,786,6,NA,15,8,37,155
2020-09,Sub-Saharan Africa,Mozambique,Maratane,Post-emergency,9538,NA,13,NA,NA,5,65,476
2020-09,Sub-Saharan Africa,Niger,Abala,Post-emergency,15464,231,8,NA,69,21,1,15464
2020-09,Sub-Saharan Africa,Niger,Ayerou,Post-emergency,6976,872,16,NA,66,66,7,6976
2020-09,Sub-Saharan Africa,Niger,Chadakori,Emergency,636,NA,29,NA,NA,19,NA,NA
2020-09,Sub-Saharan Africa,Niger,Dandaji Makao,Post-emergency,3501,NA,4,33,72,34,NA,3501
2020-09,Sub-Saharan Africa,Niger,Garin Kaka,Post-emergency,3321,277,0,33,59,44,NA,3321
2020-09,Sub-Saharan Africa,Niger,Ouallam,Post-emergency,5453,227,10,NA,227,147,NA,5453
2020-09,Sub-Saharan Africa,Nigeria,Adagom,Post-emergency,14419,24,13,75,28,28,9,720
2020-09,Sub-Saharan Africa,Republic of Congo,Gamboma,Post-emergency,2828,29,18,100,12,13,25,235
2020-09,Sub-Saharan Africa,Rwanda,Bugessera Transit Site,Post-emergency,244,7,69,100,8,5,NA,122
2020-09,Sub-Saharan Africa,Rwanda,Gatore,Post-emergency,322,54,43,25,26,20,3,53
2020-09,Sub-Saharan Africa,Rwanda,Gihembe,Post-emergency,12228,113,19,100,76,14,10,149
2020-09,Sub-Saharan Africa,Rwanda,Kigeme,Post-emergency,21307,88,17,NA,78,36,NA,968
2020-09,Sub-Saharan Africa,Rwanda,Kijote,Emergency,3,0,33,NA,0,0,100,0
2020-09,Sub-Saharan Africa,Rwanda,Kiziba,Post-emergency,17100,52,21,100,50,29,NA,103
2020-09,Sub-Saharan Africa,Rwanda,Mahama,Post-emergency,58613,73,23,NA,16,16,NA,457
2020-09,Sub-Saharan Africa,Rwanda,Mugombwa,Post-emergency,10802,93,29,100,52,25,NA,900
2020-09,Sub-Saharan Africa,Rwanda,Nyabiheke,Post-emergency,14355,100,15,100,125,21,NA,184
2020-09,Sub-Saharan Africa,Rwanda,Nyanza Reception Center,Post-emergency,196,5,40,NA,6,7,5,19
2020-09,Sub-Saharan Africa,South Sudan,Ajoung Thok,Post-emergency,41867,426,21,81,7,7,67,337
2020-09,Sub-Saharan Africa,South Sudan,Doro,Post-emergency,63417,87,19,NA,NA,24,19,289
2020-09,Sub-Saharan Africa,South Sudan,Gendrassa,Post-emergency,18601,108,17,NA,NA,16,30,290
2020-09,Sub-Saharan Africa,South Sudan,Kaya,Post-emergency,24513,70,28,0,NA,12,17,194
2020-09,Sub-Saharan Africa,South Sudan,Pamir,Post-emergency,36055,509,18,88,11,10,40,522
2020-09,Sub-Saharan Africa,South Sudan,Yusuf Batil,Post-emergency,47741,91,18,NA,NA,15,33,218
2020-09,Northern Africa,Sudan,Abuda,Post-emergency,3484,133,34,NA,10,10,37,435
2020-09,Northern Africa,Sudan,Al Jameya,Post-emergency,10248,85,20,NA,NA,5,98,683
2020-09,Northern Africa,Sudan,Al Kashafa,Post-emergency,12994,150,10,NA,NA,20,16,448
2020-09,Northern Africa,Sudan,Al Redis 1,Post-emergency,11528,127,15,NA,NA,14,28,461
2020-09,Northern Africa,Sudan,Al Redis 2,Post-emergency,25986,107,14,NA,NA,37,9,519
2020-09,Northern Africa,Sudan,Alagaya,Post-emergency,20918,140,9,NA,NA,119,NA,615
2020-09,Northern Africa,Sudan,Dabat Bosin,Post-emergency,4992,250,19,NA,NA,69,NA,832
2020-09,Northern Africa,Sudan,Dar Batti,Post-emergency,14308,0,0,NA,NA,16,26,260
2020-09,Northern Africa,Sudan,Fau 5,Post-emergency,831,29,44,NA,NA,5,87,138
2020-09,Northern Africa,Sudan,Gedied,Post-emergency,790,NA,0,NA,NA,7,NA,71
2020-09,Northern Africa,Sudan,Girba,Post-emergency,6206,132,36,NA,13,7,30,886
2020-09,Northern Africa,Sudan,Gurayd,Post-emergency,995,NA,0,NA,NA,8,NA,99
2020-09,Northern Africa,Sudan,Jouri,Post-emergency,11276,132,12,NA,NA,20,19,433
2020-09,Northern Africa,Sudan,Khor Alwarel,Post-emergency,37953,144,9,NA,NA,73,NA,583
2020-09,Northern Africa,Sudan,Shagarab I,Post-emergency,53366,204,16,NA,16,16,14,485
2020-09,Northern Africa,Sudan,Sirajiya,Post-emergency,5682,568,0,NA,NA,18,NA,126
2020-09,Northern Africa,Sudan,Um Gargour,Post-emergency,11533,390,30,NA,8,4,50,768
2020-09,Northern Africa,Sudan,Um Sangour,Post-emergency,33238,278,10,NA,NA,46,7,1107
2020-09,Sub-Saharan Africa,Tanzania,Mtendeli,Post-emergency,30500,128,30,100,26,6,58,564
2020-09,Sub-Saharan Africa,Tanzania,Nduta,Post-emergency,69850,83,32,99,NA,5,51,851
2020-09,Sub-Saharan Africa,Tanzania,Nyarugusu Burundian,Post-emergency,58405,73,33,100,NA,6,70,721
2020-09,Sub-Saharan Africa,Tanzania,Nyarugusu Congolese,Post-emergency,77379,127,27,100,NA,7,52,889
2020-09,Sub-Saharan Africa,Uganda,Imvepi,Post-emergency,NA,176,NA,NA,0,0,NA,0
2020-09,Sub-Saharan Africa,Uganda,Kyangwali,Post-emergency,123025,393,6,100,9,5,58,627
