report_date,region,country,location_name,post_emergency,refugee_pop,persons_per_tap,liters_person_day,safe_water_perc,persons_per_shower,persons_per_toilet,toilets_per_HH_percentage,persons_per_hygiene_promoter
2022-11,Sub-Saharan Africa,Uganda,Oruchinga,Post-emergency,8601,397,20,90,8,7,74,122
2022-11,Sub-Saharan Africa,Uganda,Rwamwanja,Post-emergency,86848,39,12,54,615,7,62,452
2022-11,Sub-Saharan Africa,Zambia,Mayukwayukwa,Post-emergency,19952,NA,21,NA,NA,14,23,950
2022-10,Northern Africa,Algeria,Auserd,Post-emergency,18638,28,46,50,4,5,94,1242
2022-10,Northern Africa,Algeria,Boujdour,Post-emergency,9601,NA,34,83,4,5,94,960
2022-10,Northern Africa,Algeria,Dakhla,Post-emergency,10870,49,73,NA,4,5,98,724
2022-10,Northern Africa,Algeria,Layounne,Post-emergency,25503,31,31,NA,5,5,88,1700
2022-10,Northern Africa,Algeria,Smara,Post-emergency,25389,89,39,70,5,5,87,1493
2022-10,Sub-Saharan Africa,Cameroon,Borgop,Post-emergency,11007,NA,19,NA,12,6,47,500
2022-10,Sub-Saharan Africa,Cameroon,Gado,Post-emergency,25909,0,17,NA,19,10,31,1036
2022-10,Sub-Saharan Africa,Cameroon,Lolo,Post-emergency,11899,397,15,NA,19,10,31,594
2022-10,Sub-Saharan Africa,Cameroon,Mbile,Post-emergency,10829,NA,17,NA,13,7,44,433
2022-10,Sub-Saharan Africa,Cameroon,Minawao,Post-emergency,75748,246,13,100,25,12,27,2164
2022-10,Sub-Saharan Africa,Cameroon,Ngam,Post-emergency,6819,NA,18,NA,10,5,56,454
2022-10,Sub-Saharan Africa,Cameroon,Ngarisingo,Post-emergency,1339,NA,15,NA,8,4,68,446
2022-10,Sub-Saharan Africa,Cameroon,Timangolo,Post-emergency,6701,419,17,NA,14,7,41,478
2022-10,Sub-Saharan Africa,Chad,Bredjing,Post-emergency,49999,124,17,98,9,10,45,12499
2022-10,Sub-Saharan Africa,Chad,Djabal,Post-emergency,25680,81,10,80,9,9,55,25680
2022-10,Sub-Saharan Africa,Chad,Farchana,Post-emergency,31406,NA,12,96,9,10,47,10468
2022-10,Sub-Saharan Africa,Chad,Gaga,Post-emergency,26903,104,0,97,8,9,53,8967
2022-10,Sub-Saharan Africa,Chad,Goz Amer,Post-emergency,38671,NA,13,73,12,11,40,19335
2022-10,Sub-Saharan Africa,Chad,Kouchaguine-Moura,Post-emergency,16258,123,18,100,30,24,27,5419
2022-10,Sub-Saharan Africa,Democratic Republic of the Congo,Lusenda,Post-emergency,26246,96,17,100,17,17,24,2624
2022-10,Sub-Saharan Africa,Democratic Republic of the Congo,Mulongwe (Baraka),Post-emergency,7764,24,14,100,40,32,10,1552
2022-10,Sub-Saharan Africa,Djibouti,Ali Adde,Post-emergency,17292,79,21,100,NA,13,31,4323
2022-10,Sub-Saharan Africa,Djibouti,Holl Holl,Post-emergency,7276,80,13,100,3638,25,9,3638
2022-10,Sub-Saharan Africa,Ethiopia,Alemwach,Emergency,14019,NA,21,NA,53,53,0,NA
2022-10,Sub-Saharan Africa,Ethiopia,Bambasi,Post-emergency,20057,136,14,100,NA,17,29,1542
2022-10,Sub-Saharan Africa,Ethiopia,Bokolmanyo,Post-emergency,32520,NA,17,98,NA,NA,0,NA
2022-10,Sub-Saharan Africa,Ethiopia,Hilaweyn,Post-emergency,48106,NA,15,100,NA,64,7,NA
2022-10,Sub-Saharan Africa,Ethiopia,Kobe,Post-emergency,37279,NA,19,97,NA,50,7,NA
2022-10,Sub-Saharan Africa,Ethiopia,Melkadida,Post-emergency,41400,NA,13,93,NA,26,14,NA
2022-10,Sub-Saharan Africa,Ethiopia,Sherkole,Post-emergency,12236,61,16,100,10,10,40,1112
2022-10,Sub-Saharan Africa,Ethiopia,Tsore Camp (Assosa),Post-emergency,43744,173,12,100,NA,29,15,2302
2022-10,Western Asia,Iraq,Arbat,Post-emergency,9100,NA,85,100,5,5,100,NA
2022-10,Western Asia,Iraq,Basirma,Post-emergency,2263,5,91,100,5,6,100,754
2022-10,Western Asia,Iraq,Kawergosk,Post-emergency,7755,6,130,100,5,6,100,969
2022-10,Western Asia,Iraq,Qushtapa,Post-emergency,8360,5,116,100,5,6,100,95
2022-10,Sub-Saharan Africa,Kenya,Dagahaley,Post-emergency,95849,114,22,95,NA,8,63,2282
2022-10,Sub-Saharan Africa,Kenya,Hagadera,Post-emergency,103297,124,19,81,NA,6,85,1259
2022-10,Sub-Saharan Africa,Kenya,Ifo,Post-emergency,87969,77,26,91,NA,8,62,2094
2022-10,Sub-Saharan Africa,Malawi,Dzaleka,Post-emergency,56425,371,15,100,11,8,38,165
2022-10,Sub-Saharan Africa,Niger,Abala,Post-emergency,10200,116,15,NA,68,18,9,3400
2022-10,Sub-Saharan Africa,Niger,Chadakori,Post-emergency,7915,377,6,NA,87,79,0,494
2022-10,Sub-Saharan Africa,Niger,Dandaji Makao,Post-emergency,5445,545,5,NA,67,61,0,340
2022-10,Sub-Saharan Africa,Niger,Garin Kaka,Post-emergency,4359,311,13,NA,80,69,0,272
2022-10,Sub-Saharan Africa,Niger,Ouallam,Post-emergency,6129,116,23,NA,22,20,15,NA
2022-10,Sub-Saharan Africa,Niger,Sayam Forage,Post-emergency,31594,420,6,100,28,18,17,7898
2022-10,Sub-Saharan Africa,Nigeria,Adagam 3,Post-emergency,2210,92,20,100,20,18,23,552
2022-10,Sub-Saharan Africa,Nigeria,Adagom,Post-emergency,12151,117,17,NA,34,23,15,1215
2022-10,Sub-Saharan Africa,Nigeria,Ikyogen,Post-emergency,11260,331,8,NA,56,30,20,2252
2022-10,Sub-Saharan Africa,Nigeria,Ukende,Post-emergency,3970,58,19,0,26,24,15,661
2022-10,Sub-Saharan Africa,Rwanda,Kigeme,Post-emergency,14532,80,15,100,42,33,0,660
2022-10,Sub-Saharan Africa,Rwanda,Kiziba,Post-emergency,16274,53,26,100,48,22,100,254
2022-10,Sub-Saharan Africa,Rwanda,Mahama,Post-emergency,58076,76,25,100,16,16,100,453
2022-10,Sub-Saharan Africa,Rwanda,Mugombwa,Post-emergency,11414,72,25,100,36,24,0,951
2022-10,Sub-Saharan Africa,Rwanda,Nyabiheke,Post-emergency,13332,83,16,100,45,18,100,833
2022-10,Northern Africa,Sudan,Abuda,Post-emergency,3540,49,72,NA,NA,6,59,NA
2022-10,Northern Africa,Sudan,Al Jameya,Post-emergency,12046,175,15,82,NA,10,47,752
2022-10,Northern Africa,Sudan,Al Kashafa,Post-emergency,14127,181,9,91,NA,14,31,882
2022-10,Northern Africa,Sudan,Al Redis 1,Post-emergency,11619,187,15,79,NA,14,28,726
2022-10,Northern Africa,Sudan,Al Redis 2,Post-emergency,27206,205,0,81,NA,34,10,1700
2022-10,Northern Africa,Sudan,Alagaya,Post-emergency,28320,218,9,79,NA,57,5,1770
2022-10,Northern Africa,Sudan,Dabat Bosin,Post-emergency,10341,241,15,90,NA,40,9,646
2022-10,Northern Africa,Sudan,Girba,Post-emergency,6248,NA,28,50,NA,1,0,NA
2022-10,Northern Africa,Sudan,Jouri,Post-emergency,12227,199,10,93,NA,28,13,764
2022-10,Northern Africa,Sudan,Khor Alwarel,Post-emergency,39840,196,9,88,NA,142,0,2490
2022-10,Northern Africa,Sudan,Kilo 26,Post-emergency,9846,467,32,50,NA,8,50,1969
2022-10,Northern Africa,Sudan,Shagarab I,Post-emergency,62999,284,12,50,NA,16,16,8999
2022-10,Northern Africa,Sudan,Um Sangour,Post-emergency,32918,261,7,97,NA,35,10,2057
2022-10,Northern Africa,Sudan,Wad Sharife,Post-emergency,17785,93,23,50,NA,8,45,NA
2022-10,Sub-Saharan Africa,Uganda,Adjumani,Post-emergency,233092,541,14,85,11,10,73,776
2022-10,Sub-Saharan Africa,Uganda,Kiryandongo,Post-emergency,69866,NA,13,100,NA,8,83,1126
2022-10,Sub-Saharan Africa,Uganda,Kyaka II,Post-emergency,118266,397,16,100,12,7,56,474
2022-10,Sub-Saharan Africa,Uganda,Nakivale,Post-emergency,148318,839,14,NA,9,6,50,457
2022-10,Sub-Saharan Africa,Uganda,Oruchinga,Post-emergency,8601,3893,20,NA,9,7,72,122
2022-10,Sub-Saharan Africa,Uganda,Palorinya,Post-emergency,120411,186,18,0,6,6,0,NA
2022-10,Sub-Saharan Africa,Uganda,Rwamwanja,Post-emergency,86087,47,10,48,610,7,61,448
2022-10,Sub-Saharan Africa,Zambia,Mantapala,Post-emergency,10556,NA,23,0,NA,NA,100,527
2022-10,Sub-Saharan Africa,Zambia,Mayukwayukwa,Post-emergency,19952,NA,21,NA,NA,14,23,950
2022-09,Northern Africa,Algeria,Auserd,Post-emergency,18638,28,48,40,4,5,94,1242
2022-09,Northern Africa,Algeria,Boujdour,Post-emergency,9601,NA,45,NA,4,5,94,960
2022-09,Northern Africa,Algeria,Dakhla,Post-emergency,10870,49,72,17,4,5,98,724
2022-09,Northern Africa,Algeria,Layounne,Post-emergency,25503,31,31,78,5,5,88,1700
2022-09,Northern Africa,Algeria,Smara,Post-emergency,25389,89,48,NA,5,5,87,1493
2022-09,Sub-Saharan Africa,Cameroon,Borgop,Post-emergency,10969,NA,20,NA,12,6,47,498
2022-09,Sub-Saharan Africa,Cameroon,Gado,Post-emergency,26007,0,17,NA,19,10,31,1040
2022-09,Sub-Saharan Africa,Cameroon,Lolo,Post-emergency,11938,398,15,NA,19,10,30,596
2022-09,Sub-Saharan Africa,Cameroon,Mbile,Post-emergency,10661,NA,17,NA,13,7,45,426
2022-09,Sub-Saharan Africa,Cameroon,Minawao,Post-emergency,75532,246,13,NA,22,12,27,2158
2022-09,Sub-Saharan Africa,Cameroon,Ngam,Post-emergency,6821,NA,18,NA,10,5,56,454
2022-09,Sub-Saharan Africa,Cameroon,Ngarisingo,Post-emergency,1298,NA,16,NA,8,4,70,432
2022-09,Sub-Saharan Africa,Cameroon,Timangolo,Post-emergency,6798,425,16,NA,14,7,41,485
2022-09,Sub-Saharan Africa,Chad,Amnabak,Post-emergency,28311,175,11,100,33,31,18,9437
2022-09,Sub-Saharan Africa,Chad,Bredjing,Post-emergency,49999,124,17,0,9,10,45,12499
2022-09,Sub-Saharan Africa,Chad,Djabal,Post-emergency,25680,81,10,80,9,9,55,25680
2022-09,Sub-Saharan Africa,Chad,Farchana,Post-emergency,31406,NA,12,97,9,9,47,10468
2022-09,Sub-Saharan Africa,Chad,Gaga,Post-emergency,26881,104,0,96,8,9,53,8960
2022-09,Sub-Saharan Africa,Chad,Goz Amer,Post-emergency,38546,NA,13,NA,14,14,33,19273
2022-09,Sub-Saharan Africa,Chad,Iridimi,Post-emergency,24730,NA,12,100,16,15,26,8243
2022-09,Sub-Saharan Africa,Chad,Kouchaguine-Moura,Post-emergency,16166,122,18,98,29,24,27,5388
2022-09,Sub-Saharan Africa,Chad,Oure Cassoni,Post-emergency,35616,126,10,100,17,16,35,11872
2022-09,Sub-Saharan Africa,Democratic Republic of the Congo,Lusenda,Post-emergency,26246,96,15,100,17,17,24,2624
2022-09,Sub-Saharan Africa,Democratic Republic of the Congo,Mulongwe (Baraka),Post-emergency,7764,24,14,100,40,32,10,1552
2022-09,Sub-Saharan Africa,Djibouti,Ali Adde,Post-emergency,17292,79,19,100,NA,13,31,4323
2022-09,Sub-Saharan Africa,Djibouti,Holl Holl,Post-emergency,7276,80,10,100,3638,25,9,3638
2022-09,Sub-Saharan Africa,Ethiopia,Alemwach,Emergency,14019,NA,21,NA,53,53,0,NA
2022-09,Sub-Saharan Africa,Ethiopia,Bambasi,Post-emergency,20016,135,15,100,NA,17,29,1539
2022-09,Sub-Saharan Africa,Ethiopia,Bokolmanyo,Post-emergency,32511,NA,15,99,NA,NA,0,NA
2022-09,Sub-Saharan Africa,Ethiopia,Hilaweyn,Post-emergency,47620,128,14,100,NA,66,7,NA
2022-09,Sub-Saharan Africa,Ethiopia,Kobe,Post-emergency,37239,126,18,100,NA,50,6,NA
2022-09,Sub-Saharan Africa,Ethiopia,Melkadida,Post-emergency,41194,156,14,100,NA,26,14,NA
2022-09,Sub-Saharan Africa,Ethiopia,Sherkole,Post-emergency,12202,61,17,100,10,10,40,1109
2022-09,Sub-Saharan Africa,Ethiopia,Tsore Camp (Assosa),Post-emergency,43055,170,13,100,NA,28,16,2266
2022-09,Sub-Saharan Africa,Ghana,Fetentaa,Post-emergency,486,18,42,25,13,5,100,48
2022-09,Sub-Saharan Africa,Ghana,Krisan,Post-emergency,669,0,28,100,1,10,100,95
2022-09,Western Asia,Iraq,Arbat,Post-emergency,9094,NA,86,100,5,5,100,NA
2022-09,Western Asia,Iraq,Basirma,Post-emergency,2260,5,89,100,5,6,100,753
2022-09,Western Asia,Iraq,Kawergosk,Post-emergency,7752,6,132,100,5,6,100,969
2022-09,Western Asia,Iraq,Qushtapa,Post-emergency,8356,5,118,100,5,6,100,94
2022-09,Sub-Saharan Africa,Kenya,Dagahaley,Post-emergency,91596,109,23,97,NA,8,65,2180
2022-09,Sub-Saharan Africa,Kenya,Hagadera,Post-emergency,102144,123,20,75,NA,6,74,1245
2022-09,Sub-Saharan Africa,Kenya,Ifo,Post-emergency,85840,75,25,100,NA,8,64,2043
2022-09,Sub-Saharan Africa,Malawi,Dzaleka,Post-emergency,56486,487,12,100,11,8,38,165
2022-09,Sub-Saharan Africa,Mozambique,Maratane,Post-emergency,9417,152,9,NA,NA,4,100,470
2022-09,Sub-Saharan Africa,Niger,Abala,Post-emergency,10100,115,15,NA,72,18,8,3366
2022-09,Sub-Saharan Africa,Niger,Chadakori,Post-emergency,7915,377,5,NA,87,79,0,494
2022-09,Sub-Saharan Africa,Niger,Dandaji Makao,Post-emergency,5445,545,5,NA,67,61,0,340
2022-09,Sub-Saharan Africa,Niger,Garin Kaka,Post-emergency,4359,311,18,NA,80,69,0,272
2022-09,Sub-Saharan Africa,Niger,Ouallam,Post-emergency,6129,116,23,NA,36,30,9,NA
2022-09,Sub-Saharan Africa,Niger,Sayam Forage,Post-emergency,31594,160,0,NA,NA,NA,0,NA
2022-09,Sub-Saharan Africa,Nigeria,Adagam 3,Post-emergency,2210,92,16,100,20,18,23,552
2022-09,Sub-Saharan Africa,Nigeria,Adagom,Post-emergency,12150,117,17,100,34,23,15,1215
2022-09,Sub-Saharan Africa,Nigeria,Ikyogen,Post-emergency,11260,331,8,NA,56,30,20,2252
2022-09,Sub-Saharan Africa,Nigeria,Ukende,Post-emergency,3970,58,19,0,26,24,15,661
2022-09,Sub-Saharan Africa,Rwanda,Kigeme,Post-emergency,14534,73,15,100,42,33,100,660
2022-09,Sub-Saharan Africa,Rwanda,Kiziba,Post-emergency,16373,52,27,100,48,22,100,255
2022-09,Sub-Saharan Africa,Rwanda,Mahama,Post-emergency,58042,76,25,100,16,16,100,453
2022-09,Sub-Saharan Africa,Rwanda,Mugombwa,Post-emergency,11389,72,24,100,36,25,100,949
2022-09,Sub-Saharan Africa,Rwanda,Nyabiheke,Post-emergency,13396,84,16,100,45,18,100,837
2022-09,Northern Africa,Sudan,Abuda,Post-emergency,3553,49,72,NA,NA,6,60,NA
2022-09,Northern Africa,Sudan,Al Jameya,Post-emergency,12046,171,16,100,NA,10,47,752
2022-09,Northern Africa,Sudan,Al Kashafa,Post-emergency,14127,173,9,100,NA,14,31,882
2022-09,Northern Africa,Sudan,Al Redis 1,Post-emergency,11619,176,15,82,NA,14,28,726
2022-09,Northern Africa,Sudan,Al Redis 2,Post-emergency,27206,183,9,88,NA,34,10,1700
2022-09,Northern Africa,Sudan,Alagaya,Post-emergency,28320,209,8,74,NA,57,5,1770
2022-09,Northern Africa,Sudan,Dabat Bosin,Post-emergency,10341,241,16,97,NA,40,9,646
2022-09,Northern Africa,Sudan,Girba,Post-emergency,6288,66,40,NA,NA,9,45,3144
2022-09,Northern Africa,Sudan,Jouri,Post-emergency,12227,189,9,79,NA,28,13,764
2022-09,Northern Africa,Sudan,Khor Alwarel,Post-emergency,39840,189,9,93,NA,137,0,2490
2022-09,Northern Africa,Sudan,Kilo 26,Post-emergency,9856,329,45,NA,NA,8,50,1971
2022-09,Northern Africa,Sudan,Shagarab I,Post-emergency,61833,279,12,NA,NA,16,14,8833
2022-09,Northern Africa,Sudan,Um Gargour,Post-emergency,11765,355,25,NA,14,9,45,294
2022-09,Northern Africa,Sudan,Um Sangour,Post-emergency,32918,258,7,82,NA,35,10,2057
2022-09,Northern Africa,Sudan,Wad Sharife,Post-emergency,18438,93,23,NA,NA,9,44,NA
2022-09,Sub-Saharan Africa,Uganda,Adjumani,Post-emergency,233092,531,15,80,11,9,79,776
2022-09,Sub-Saharan Africa,Uganda,Kyaka II,Post-emergency,117450,675,16,100,11,6,58,471
2022-09,Sub-Saharan Africa,Uganda,Nakivale,Post-emergency,148318,839,14,93,9,6,50,457
2022-09,Sub-Saharan Africa,Uganda,Oruchinga,Post-emergency,8601,3893,20,NA,10,8,39,119
2022-09,Sub-Saharan Africa,Uganda,Rwamwanja,Post-emergency,86087,91,12,47,610,7,60,448
2022-09,Sub-Saharan Africa,Zambia,Mantapala,Post-emergency,10556,60,44,0,2,2,100,527
2022-09,Sub-Saharan Africa,Zambia,Mayukwayukwa,Post-emergency,19952,NA,21,NA,NA,14,23,950
2022-08,Northern Africa,Algeria,Auserd,Post-emergency,18638,28,50,29,4,5,94,1242
2022-08,Northern Africa,Algeria,Boujdour,Post-emergency,9601,NA,46,NA,4,5,94,960
2022-08,Northern Africa,Algeria,Dakhla,Post-emergency,10870,49,73,25,4,5,98,724
2022-08,Northern Africa,Algeria,Layounne,Post-emergency,25503,31,32,NA,5,5,88,1700
2022-08,Northern Africa,Algeria,Smara,Post-emergency,25389,89,48,24,5,5,87,1493
2022-08,Sub-Saharan Africa,Angola,Lovua settlement,Post-emergency,6479,64,22,NA,6,6,75,NA
2022-08,Sub-Saharan Africa,Cameroon,Borgop,Post-emergency,10976,NA,20,NA,12,6,39,498
2022-08,Sub-Saharan Africa,Cameroon,Gado,Post-emergency,26134,0,17,NA,19,10,25,1045
2022-08,Sub-Saharan Africa,Cameroon,Lolo,Post-emergency,12105,404,15,NA,20,10,25,605
2022-08,Sub-Saharan Africa,Cameroon,Mbile,Post-emergency,10976,NA,17,NA,13,7,37,439
2022-08,Sub-Saharan Africa,Cameroon,Minawao,Post-emergency,74972,246,13,NA,22,11,22,2142
2022-08,Sub-Saharan Africa,Cameroon,Ngam,Post-emergency,6817,NA,18,NA,10,5,47,454
2022-08,Sub-Saharan Africa,Cameroon,Ngarisingo,Post-emergency,1336,NA,15,NA,8,4,57,445
2022-08,Sub-Saharan Africa,Cameroon,Timangolo,Post-emergency,6913,432,16,NA,15,8,33,493
2022-08,Sub-Saharan Africa,Chad,Bredjing,Post-emergency,49999,124,18,98,9,10,45,12499
2022-08,Sub-Saharan Africa,Chad,Djabal,Post-emergency,25680,81,0,0,9,9,55,25680
2022-08,Sub-Saharan Africa,Chad,Farchana,Post-emergency,31406,NA,12,97,10,10,45,10468
2022-08,Sub-Saharan Africa,Chad,Goz Amer,Post-emergency,38671,NA,13,NA,12,11,40,19335
2022-08,Sub-Saharan Africa,Democratic Republic of the Congo,Lusenda,Post-emergency,7764,NA,14,100,NA,12,33,12
2022-08,Sub-Saharan Africa,Democratic Republic of the Congo,Mulongwe (Baraka),Post-emergency,7764,NA,14,100,NA,12,33,12
2022-08,Sub-Saharan Africa,Djibouti,Ali Adde,Post-emergency,17288,78,18,100,NA,13,31,4322
2022-08,Sub-Saharan Africa,Djibouti,Holl Holl,Post-emergency,8804,97,11,100,4402,31,9,4402
2022-08,Sub-Saharan Africa,Ethiopia,Alemwach,Emergency,14019,NA,16,NA,53,53,0,NA
2022-08,Sub-Saharan Africa,Ethiopia,Bambasi,Post-emergency,19956,137,18,100,NA,11,45,1535
2022-08,Sub-Saharan Africa,Ethiopia,Bokolmanyo,Post-emergency,33111,157,13,95,NA,24,11,NA
2022-08,Sub-Saharan Africa,Ethiopia,Hilaweyn,Post-emergency,47620,128,14,100,NA,66,7,NA
2022-08,Sub-Saharan Africa,Ethiopia,Kobe,Post-emergency,37156,125,19,100,NA,50,7,NA
2022-08,Sub-Saharan Africa,Ethiopia,Melkadida,Post-emergency,41194,156,14,100,NA,26,14,NA
2022-08,Sub-Saharan Africa,Ethiopia,Sherkole,Post-emergency,12189,151,14,100,10,10,39,1108
2022-08,Sub-Saharan Africa,Ethiopia,Tsore Camp (Assosa),Post-emergency,42950,173,12,100,NA,28,16,2260
2022-08,Sub-Saharan Africa,Ghana,Ampain,Post-emergency,3262,35,53,67,29,21,100,191
2022-08,Sub-Saharan Africa,Ghana,Egyeikrom,Post-emergency,1412,54,63,NA,13,13,100,108
2022-08,Sub-Saharan Africa,Ghana,Krisan,Post-emergency,669,0,28,100,1,10,100,95
2022-08,Western Asia,Iraq,Arbat,Post-emergency,9089,NA,86,100,5,5,100,NA
2022-08,Western Asia,Iraq,Basirma,Post-emergency,2255,5,93,100,5,6,100,751
2022-08,Western Asia,Iraq,Kawergosk,Post-emergency,7750,6,132,100,5,6,100,968
2022-08,Western Asia,Iraq,Qushtapa,Post-emergency,8350,5,119,100,5,6,100,94
2022-08,Sub-Saharan Africa,Kenya,Dagahaley,Post-emergency,91589,109,23,100,NA,8,65,2180
2022-08,Sub-Saharan Africa,Kenya,Hagadera,Post-emergency,102153,123,21,90,NA,6,74,1245
2022-08,Sub-Saharan Africa,Kenya,Ifo,Post-emergency,85768,75,25,100,NA,8,64,2042
2022-08,Sub-Saharan Africa,Malawi,Dzaleka,Post-emergency,NA,0,NA,NA,0,0,100,0
2022-08,Sub-Saharan Africa,Mozambique,Maratane,Post-emergency,9329,152,9,NA,NA,4,100,466
2022-08,Sub-Saharan Africa,Niger,Abala,Post-emergency,10000,154,11,NA,80,19,7,3333
2022-08,Sub-Saharan Africa,Niger,Chadakori,Post-emergency,7915,377,5,NA,87,79,0,494
2022-08,Sub-Saharan Africa,Niger,Dandaji Makao,Post-emergency,5445,545,5,NA,67,61,0,340
2022-08,Sub-Saharan Africa,Niger,Garin Kaka,Post-emergency,4359,311,11,NA,80,69,0,272
2022-08,Sub-Saharan Africa,Niger,Ouallam,Post-emergency,6129,116,33,NA,48,39,7,NA
2022-08,Sub-Saharan Africa,Niger,Sayam Forage,Post-emergency,31594,160,0,NA,NA,NA,0,NA
2022-08,Sub-Saharan Africa,Nigeria,Adagam 3,Post-emergency,2280,139,15,100,20,19,23,570
2022-08,Sub-Saharan Africa,Nigeria,Adagom,Post-emergency,12750,123,17,100,36,25,15,1275
2022-08,Sub-Saharan Africa,Nigeria,Ikyogen,Post-emergency,11260,331,8,100,56,30,20,2252
2022-08,Sub-Saharan Africa,Nigeria,Ukende,Post-emergency,4110,58,18,100,27,25,16,685
2022-08,Sub-Saharan Africa,Rwanda,Kigeme,Post-emergency,14537,73,16,100,42,33,100,660
2022-08,Sub-Saharan Africa,Rwanda,Kiziba,Post-emergency,16407,54,26,100,49,22,100,256
2022-08,Sub-Saharan Africa,Rwanda,Mahama,Post-emergency,58050,76,25,100,16,17,100,453
2022-08,Sub-Saharan Africa,Rwanda,Mugombwa,Post-emergency,11356,72,24,100,35,25,100,946
2022-08,Sub-Saharan Africa,Rwanda,Nyabiheke,Post-emergency,13532,85,16,100,45,19,0,845
2022-08,Sub-Saharan Africa,South Sudan,Ajoung Thok,Post-emergency,48959,NA,0,45,NA,10,8,NA
2022-08,Northern Africa,Sudan,Abu Jubaiha Town,Post-emergency,2937,NA,0,NA,NA,11,37,NA
2022-08,Northern Africa,Sudan,Abuda,Post-emergency,3553,49,45,NA,NA,6,60,NA
2022-08,Northern Africa,Sudan,Abunowara,Post-emergency,367,NA,0,NA,18,2,100,NA
2022-08,Northern Africa,Sudan,Al Jameya,Post-emergency,12046,170,15,100,NA,10,47,752
2022-08,Northern Africa,Sudan,Al Kashafa,Post-emergency,14127,168,9,78,NA,14,31,882
2022-08,Northern Africa,Sudan,Al Redis 1,Post-emergency,11619,172,15,97,NA,14,28,726
2022-08,Northern Africa,Sudan,Al Redis 2,Post-emergency,27206,169,9,77,NA,34,10,1700
2022-08,Northern Africa,Sudan,Alagaya,Post-emergency,28320,206,8,85,NA,57,5,1770
2022-08,Northern Africa,Sudan,Dabat Bosin,Post-emergency,10341,241,15,82,NA,40,9,646
2022-08,Northern Africa,Sudan,Dar Batti,Post-emergency,13874,NA,0,0,27,14,28,138
2022-08,Northern Africa,Sudan,Gedied,Post-emergency,784,NA,0,NA,11,7,38,78
2022-08,Northern Africa,Sudan,Girba,Post-emergency,6288,66,37,NA,NA,9,45,3144
2022-08,Northern Africa,Sudan,Gurayd,Post-emergency,990,NA,0,NA,19,8,42,99
2022-08,Northern Africa,Sudan,Jouri,Post-emergency,12227,189,9,85,NA,28,13,764
2022-08,Northern Africa,Sudan,Khor Alwarel,Post-emergency,39840,188,9,100,NA,137,0,2490
2022-08,Northern Africa,Sudan,Kilo 26,Post-emergency,9856,329,54,NA,NA,8,50,1971
2022-08,Northern Africa,Sudan,Shagarab I,Post-emergency,61833,279,12,NA,NA,16,14,8833
2022-08,Northern Africa,Sudan,Um Sangour,Post-emergency,32918,244,7,93,NA,35,10,2057
2022-08,Northern Africa,Sudan,Wad Sharife,Post-emergency,18483,93,19,NA,NA,9,44,NA
2022-08,Sub-Saharan Africa,Tanzania,Nyarugusu Congolese,Post-emergency,80798,131,28,98,NA,7,65,1022
2022-08,Sub-Saharan Africa,Uganda,Adjumani,Post-emergency,233092,531,15,83,11,9,79,776
2022-08,Sub-Saharan Africa,Uganda,Kyaka II,Post-emergency,117450,675,15,100,11,7,55,471
2022-08,Sub-Saharan Africa,Uganda,Kyangwali,Post-emergency,124606,343,9,NA,NA,4,64,619
2022-08,Sub-Saharan Africa,Uganda,Nakivale,Post-emergency,148318,883,12,96,10,7,53,457
2022-08,Sub-Saharan Africa,Uganda,Oruchinga,Post-emergency,7816,3893,22,87,9,7,63,108
2022-08,Sub-Saharan Africa,Uganda,Palorinya,Post-emergency,113277,175,19,96,5,6,82,NA
2022-08,Sub-Saharan Africa,Uganda,Rwamwanja,Post-emergency,85729,86,13,51,608,7,59,446
2022-08,Sub-Saharan Africa,Zambia,Mayukwayukwa,Post-emergency,19952,NA,21,NA,NA,14,23,950
2022-07,Northern Africa,Algeria,Auserd,Post-emergency,18638,28,46,NA,4,5,94,1242
2022-07,Northern Africa,Algeria,Boujdour,Post-emergency,9601,NA,54,NA,4,5,94,960
2022-07,Northern Africa,Algeria,Dakhla,Post-emergency,10870,49,72,NA,4,5,98,724
2022-07,Northern Africa,Algeria,Layounne,Post-emergency,25503,31,29,NA,5,5,88,1700
2022-07,Northern Africa,Algeria,Smara,Post-emergency,25389,89,43,38,5,5,87,1493
2022-07,Sub-Saharan Africa,Burundi,Gasorgwe,Post-emergency,7856,49,23,25,33,14,100,604
2022-07,Sub-Saharan Africa,Burundi,Kavumu,Post-emergency,16886,89,22,25,NA,15,10,1535
2022-07,Sub-Saharan Africa,Burundi,Musasa,Post-emergency,9003,42,56,25,45,17,100,900
2022-07,Sub-Saharan Africa,Cameroon,Borgop,Post-emergency,11007,NA,19,NA,12,6,39,500
2022-07,Sub-Saharan Africa,Cameroon,Gado,Post-emergency,26246,0,17,NA,19,10,25,1049
2022-07,Sub-Saharan Africa,Cameroon,Lolo,Post-emergency,11954,398,15,NA,19,10,25,597
2022-07,Sub-Saharan Africa,Cameroon,Mbile,Post-emergency,11065,NA,17,NA,14,7,35,442
2022-07,Sub-Saharan Africa,Cameroon,Minawao,Post-emergency,74749,246,13,NA,22,11,22,2135
2022-07,Sub-Saharan Africa,Cameroon,Ngam,Post-emergency,6822,NA,18,NA,10,5,47,454
